name,submitted_name,homepage_url,jurisdiction_type,state_iso,municipality,county_fips,county_name,lat,lng,defunct_year,airtable_uid
Northwood's Police Department - MO,Northwood's Police Department,,local,MO,Saint Louis,29189,['St. Louis'],38.7059,-90.2801,,rec8fYh5Pc1RcziPV
Endicott Police Department - NY,Endicott Police Department,https://www.endicottpolice.com/,local,NY,Endicott,36007,['Broome'],42.09866,-76.05007,,rec8fZioKqfFq57K5
Utica Police Department - NY,Utica Police Department,http://www.cityofutica.com/departments/police-department/index,local,NY,Utica,36065,['Oneida'],43.104107,-75.233536,,rec8fZl2VqAZTmh6G
Franklinton Police Department - Equipment Yard - LA,Franklinton Police Department - Equipment Yard,,local,LA,Franklinton,22117,['Washington'],30.85189,-89.95,,rec8famk7wtAd8srI
Medford Police Department - MA,Medford Police Department,http://medfordpolice.com/,local,MA,Medford,25017,['Middlesex'],42.41581,-71.11015,,rec8ffg0I7z8PPyJ0
Georgia Department of Juvenile Justice (DJJ) - GA,Georgia Department of Juvenile Justice (DJJ),https://djj.georgia.gov/,local,GA,Decatur,13089,['DeKalb'],33.770157,-84.25179,,rec8fk0A4bhUeAyFR
Austintown Township Police - OH,Austintown Township Police,https://www.austintowntwp.com/police/,local,OH,Youngstown,39099,['Mahoning'],41.103767,-80.76653,,rec8fonQaBST7znvr
Pensacola State College Department of Public Safety - FL,Pensacola State College Department of Public Safety,https://www.pensacolastate.edu/publicsafety/,state,FL,Pensacola,12033,['Escambia'],30.48225,-87.20064,,rec8gNv8fnHWMQw4B
Wakefield Police Department - MI,Wakefield Police Department,,local,MI,Wakefield,26053,['Gogebic'],46.47778,-89.93944,,rec8gQNRyEGIdIjBZ
San Diego County Probation Department - CA,San Diego County Probation Department,https://www.sandiegocounty.gov/content/sdc/probation.html,county,CA,San Diego,,,,,,rec8gRfMoD6pqIv2e
Trousdale County Sheriff's Office - TN,Trousdale County Sheriff's Office,https://www.facebook.com/trousdalecountysheriffsdepartment,county,TN,Hartsville,47169,['Trousdale'],36.39229,-86.16659,,rec8ga2UwM6DG2zxU
Camp Wood Police Department - TX,Camp Wood Police Department,https://www.countyoffice.org/city-of-camp-wood-police-department-camp-wood-tx-eb4/,local,TX,Camp Wood,48385,['Real'],29.670013,-100.01291,,rec8gap1gAJINyMmS
University of Pittsburgh - Titusville Police - PA,University of Pittsburgh - Titusville Police,,school,PA,Titusville,42039,['Crawford'],,,,rec8hoMaZLcCB7qPI
Pontotoc County Sheriff's Office - MS,Pontotoc County Sheriff's Office,https://pontotoc.okcounties.org/offices/county-sheriff,county,MS,Pontotoc,28115,['Pontotoc'],34.25381,-89.0302,,rec8hwNBGNI7E6fol
Union Parish Sheriff's Office - LA,Union Parish Sheriff's Office,http://unionsheriff.com/,local,LA,Farmerville,22111,['Union'],32.765755,-92.38929,,rec8i0yrTxuYMcSNI
Florida A and M University Police Department - FL,Florida A and M University Police Department,https://www.facebook.com/FAMUPD,school,FL,Tallahassee,12073,['Leon'],30.41706,-84.29033,,rec8i7RQw6sTLcgmP
Concordia Police Department - KS,Concordia Police Department,http://www.concordiaks.org/departments/police/index.php,local,KS,Concordia,20029,['Cloud'],39.571815,-97.66515,,rec8iDjxgUlaG7p89
Sitka Police Department - AK,Sitka Police Department,http://sitkapd.com/,local,AK,Sitka,,,57.052586,-135.3336,,rec8ibwHfxlRxUZQw
New Jersey Office of Homeland Security and Preparedness - NJ,New Jersey Office of Homeland Security and Preparedness,https://www.njhomelandsecurity.gov/,local,NJ,Trenton,34021,['Mercer'],40.202213,-74.643234,,rec8iiLwKWVXfLpOr
Christiana Borough Police Department - PA,Christiana Borough Police Department,,local,PA,Christiana,42071,['Lancaster'],39.95482,-75.99595,,rec8ikwmZjHBQJa7e
Byram Township Police Department - NJ,Byram Township Police Department,http://www.byrampd.org/,local,NJ,Stanhope,34037,['Sussex'],40.93621,-74.70698,,rec8ir70aBICggiEQ
Charlestown Police Department - IN,Charlestown Police Department,http://www.ctownpd.com/,local,IN,Charlestown,18019,['Clark'],38.442513,-85.663185,,rec8j0MQB59MXJ9Ei
Bucks County Sheriff's Office - PA,Bucks County Sheriff's Office,http://buckscounty.org/government/rowofficers/sheriff,county,PA,Doylestown,42017,['Bucks'],40.274513,-75.12825,,rec8j0uKuBbvggnwn
Pickens County Sheriff’s Office - SC,Pickens County Sheriff’s Office,http://pickenssheriff.com/,county,SC,Pickens,45077,['Pickens'],34.87132,-82.70183,,rec8jEFwqjjA8o0v1
Naperville Police Department - IL,Naperville Police Department,https://www.naperville.il.us/services/naperville-police-department/,local,IL,Naperville,17043,['DuPage'],41.764847,-88.17694,,rec8jRMxKzcpIVR2c
Gaston County Police Department - Gastonia - NC,Gaston County Police Department - Gastonia,http://gastoncountypolice.org/,county,NC,Gastonia,37071,['Gaston'],35.262436,-81.18879,,rec8jdEuobivQaRsN
Paint Township Police Department - PA,Paint Township Police Department,,local,PA,Windber,42111,['Somerset'],40.20512,-78.83749,,rec8jmlpgEBMwKqim
Monmouth County Prosecutor's Chief - NJ,Monmouth County Prosecutor's Chief,,county,NJ,Freehold,34025,['Monmouth'],,,,rec8jzly8i11Zmy09
Port Clinton Police Department - OH,Port Clinton Police Department,http://portclintonpd.org/,local,OH,Port Clinton,39123,['Ottawa'],41.51453,-82.92504,,rec8k40AwKsvSOoVn
Sawyer Police Department - OK,Sawyer Police Department,https://www.atlantapd.org/services/community-affairs-liaison,local,OK,Sawyer,40023,['Choctaw'],34.0189,-95.36636,,rec8k5GausYmUG5pB
Dennis Police Department - MA,Dennis Police Department,https://www.town.dennis.ma.us/dennis-police,local,MA,South Dennis,25001,['Barnstable'],41.703655,-70.155685,,rec8k5cAgQNi8l4oC
Pike Bay Police Department - MN,Pike Bay Police Department,http://www.pikebaytownship.org/,local,MN,Cass Lake,27021,['Cass'],47.3633,-94.61655,,rec8kD5uXUm2Dr2mH
Marionville Police Department - MO,Marionville Police Department,http://marionvillemo.com/departments/police_department.php,local,MO,Marionville,29109,['Lawrence'],37.00404,-93.63759,,rec8kPS3EbwtY3AhL
Ninety Six Police Department - SC,Ninety Six Police Department,https://www.ninetysixsc.gov/?page_id=511,local,SC,Ninety Six,45047,['Greenwood'],34.17487,-82.02514,,rec8kY8d7vPY8UlIa
Johnstown Police Department - PA,Johnstown Police Department,,local,PA,Johnstown,42021,['Cambria'],40.32609,-78.91951,,rec8kZK14AQHlUrhj
Orange County Sheriff's Office - NC,Orange County Sheriff's Office,,county,NC,Hillsborough,37135,['Orange'],36.07417,-79.0987,,rec8kxlkycl4pCjvZ
Leetonia Police Department - OH,Leetonia Police Department,,local,OH,Leetonia,39029,['Columbiana'],,,,rec8l2mAa1eJeamGv
Orange Park Police Department - FL,Orange Park Police Department,https://www.townoforangepark.com/departments/police-department,local,FL,Orange Park,12019,['Clay'],30.16497,-81.702545,,rec8lF9QwygiJD5Ll
Whitewood Police Department - SD,Whitewood Police Department,https://www.facebook.com/Chiefwitcraft,local,SD,Whitewood,46081,['Lawrence'],44.46378,-103.63711,,rec8lGV7nsIfxayy7
Becket Police Department - MA,Becket Police Department,http://townofbecket.org/police-department,local,MA,Becket,25003,['Berkshire'],42.27683,-73.05837,,rec8lRmIjK2QMqdo8
Goddard Police Department - KS,Goddard Police Department,https://www.goddardks.gov/180/Police-Department,local,KS,Goddard,20173,['Sedgwick'],37.657715,-97.57455,,rec8liYPSvpXZBN5w
University of Oregon Police Department - OR,University of Oregon Police Department,http://police.uoregon.edu/,school,OR,Eugene,41039,['Lane'],44.043514,-123.060875,,rec8ltWC5SkjBYmkk
University of New Hampshire Police Department - NH,University of New Hampshire Police Department,https://www.unh.edu/upd/,school,NH,Plymouth,33009,['Grafton'],43.76027,-71.68788,,rec8m5ZDHatZYQlrm
Meshoppen Borough Police Department - PA,Meshoppen Borough Police Department,https://wycopa.org/da/police/,local,PA,Meshoppen,42131,['Wyoming'],41.614796,-76.04905,,rec8n2m5KbruTq3W3
River Edge Police - NJ,River Edge Police,,local,NJ,River Edge,34003,['Bergen'],,,,rec8n41QcUfLolho6
Peninsula Airport Commission Police Department (Newport News/Williamsburg International) - VA,Peninsula Airport Commission Police Department (Newport News/Williamsburg International),https://www.nnva.gov/986/Peninsula-Airport-Commission,local,VA,,,,,,,rec8n817H8sBfkpdn
Mitchellville Police Department - IA,Mitchellville Police Department,https://www.mitchellville.org/police-department/,local,IA,Mitchellville,19153,['Polk'],41.66847,-93.357254,,rec8nBte7vSYaAXWT
Fredericktown Police Department - OH,Fredericktown Police Department,,local,OH,Fredericktown,39083,['Knox'],,,,rec8nFKlgrccnEORW
Bonneauville Borough Police Department - PA,Bonneauville Borough Police Department,,local,PA,Gettysburg,42001,['Adams'],,,,rec8nHpC1ZkZKYQev
North Franklin Township Police Department - PA,North Franklin Township Police Department,http://northfranklin.org/wp-content/uploads/2015/09/Police_Services_Request-Standard.pdf,local,PA,Washington,42125,['Washington'],40.15218,-80.26664,,rec8nPFia1QcVFJyP
Meadowvale Inter-Local Police Department - KY,Meadowvale Inter-Local Police Department,https://www.cityofmeadowvale.org/,local,KY,Louisville,21111,['Jefferson'],38.288136,-85.57807,,rec8nmjYmFU6QPCCG
University of Wisconsin - Stevens Point Protective Services - WI,University of Wisconsin - Stevens Point Protective Services,https://www.uwsp.edu/protsv/Pages/default.aspx,school,WI,Madison,,,,,,rec8o5t3lv0cZn0WB
Damariscotta Police Department - ME,Damariscotta Police Department,https://www.damariscottame.com/police-department,local,ME,Damariscotta,23015,['Lincoln'],44.033543,-69.51895,,rec8oBNXf8rY632VP
Linn-Benton Community College Department of Public Safety - OR,Linn-Benton Community College Department of Public Safety,https://www.facebook.com/Linn-Benton-Community-College-Public-Safety-558007904337831/,school,OR,,,,,,,rec8oG1HYUkZPGAcw
Duluth Police Department - MN,Duluth Police Department,https://duluthmn.gov/police,local,MN,Duluth,27137,['St. Louis'],46.81786,-92.129166,,rec8oSiPbQcSa2wZ6
Geauga County Park District Rangers - OH,Geauga County Park District Rangers,,county,OH,Chardon,39055,['Geauga'],,,,rec8oid18llR77FOL
Department of Conservation and Recreation Rangers - MA,Department of Conservation and Recreation Rangers,https://www.mass.gov/orgs/department-of-conservation-recreation,local,MA,Boston,25025,['Suffolk'],42.36591,-71.058624,,rec8omntLcmqAXTK6
The Village Police Department - OK,The Village Police Department,https://www.thevillageok.org/police-department/,local,OK,Oklahoma City,40109,['Oklahoma'],35.57618,-97.554985,,rec8onIntoIewdWiZ
Henry County Sheriff's Department - IA,Henry County Sheriff's Department,https://henrycounty.iowa.gov/sheriff/,county,IA,Mount Pleasant,19087,['Henry'],40.96503,-91.55294,,rec8osZqX6u8ryZPg
Truckee Police Department - CA,Truckee Police Department,https://www.truckeepolice.com/police-services/patrol/,local,CA,Truckee,06057,['Nevada'],39.316948,-120.14623,,rec8ouzZipGIOp1Rc
Berwick Borough Police Department - PA,Berwick Borough Police Department,,local,PA,Berwick,42037,['Columbia'],,,,rec8p3TlfgqRWfUrO
West Concord Police Department - MN,West Concord Police Department,www.westconcordmn.com/police,local,MN,West Concord,27039,['Dodge'],44.15163,-92.899086,,rec8p4MifeAYXtvR6
Lower Heidelberg Township Police - PA,Lower Heidelberg Township Police,https://www.lowerheidelbergtownship.org/police/,local,PA,Reading,42011,['Berks'],40.35966,-76.048965,,rec8p79P9jddOiDop
SUNY Adirondack Office of Public Safety - NY,SUNY Adirondack Office of Public Safety,https://www.sunyacc.edu/our-campus/campus-safety-security,local,NY,,,,,,,rec8pAFdgeX82BNsm
Malad City Police Department - ID,Malad City Police Department,http://oneidasheriff.net/,local,ID,Malad City,16071,['Oneida'],42.18645,-112.24372,,rec8pKqHOjsUONU4j
Upper Chichester Police Department - PA,Upper Chichester Police Department,http://uctpd.org/,local,PA,Aston,42045,['Delaware'],39.857204,-75.458824,,rec8pTKBFgJWgZLda
United States Air Force Office of Special Investigations (Airforce OSI) - DC,United States Air Force Office of Special Investigations (Airforce OSI),https://www.osi.af.mil/,state,DC,,,,,,,rec8pa8wax56994xR
Great Falls International Airport Police - MT,Great Falls International Airport Police,,local,MT,Great Falls,30013,['Cascade'],,,,rec8pbR3QI3dIMbsj
La Verkin Police Department - UT,La Verkin Police Department,http://www.laverkin.org/police,local,UT,Hurricane,49053,['Washington'],37.175385,-113.300934,,rec8pn6XT7oMkBBeJ
Bay Head Police Department - NJ,Bay Head Police Department,http://www.bayheadnj.org/bhnj/Departments/Police/,local,NJ,Point Pleasant Beach,34029,['Ocean'],40.070393,-74.04605,,rec8pomQQ5Y6Jebbn
Jupiter Police Department - FL,Jupiter Police Department,https://www.jupiter.fl.us/184/Police,local,FL,Jupiter,12099,['Palm Beach'],26.9318,-80.1025,,rec8pxgWN1NspSjS4
Rolling Meadows Police Department - IL,Rolling Meadows Police Department,https://www.cityrm.org/207/Police-Department,local,IL,Rolling Meadows,17031,['Cook'],42.080654,-88.02503,,rec8qMDVdG0JckxNp
Dare County Sheriff's Office - Colington - NC,Dare County Sheriff's Office - Colington,,county,NC,Kill Devil Hills,37055,['Dare'],36.0102,-75.70805,,rec8qPQDsmRN33hWm
Conrad Police Department - MT,Conrad Police Department,http://cityofconrad.com/new-page-1/,local,MT,Conrad,30073,['Pondera'],48.168312,-111.94698,,rec8qTjj5DHBEu5ya
Woodlake Police Department - CA,Woodlake Police Department,https://cityofwoodlake.com/departments/police/,local,CA,Woodlake,06107,['Tulare'],36.418297,-119.09858,,rec8qWYbUqaT9BmaW
Dubberly Police Department - LA,Dubberly Police Department,http://www.dss.state.la.us/directory/office/9312,local,LA,,,,,,,rec8qXOVR2Rc8K6ss
Salem Police Department - AR,Salem Police Department,https://salemarpd.org/,local,AR,Salem,05049,['Fulton'],36.371372,-91.822296,,rec8qc3MOYH3Sds3N
San Ysidro Marshal's Office - NM,San Ysidro Marshal's Office,http://www.sanysidronm.us/gpage3.html,local,NM,Albuquerque,,,,,,rec8rQFKimzyLJymH
Glenmont Police Department - OH,Glenmont Police Department,https://www.facebook.com/VillageOfGlenmontPoliceDepartment/,local,OH,Glenmont,39075,['Holmes'],40.519585,-82.09922,,rec8rSFSm7VZnrXA9
Georgia Department of Transportation - GA,Georgia Department of Transportation,https://www.dot.ga.gov/,local,GA,Atlanta,13121,['Fulton'],33.77081,-84.38784,,rec8rm0XuXo3W8dQd
Iowa Police Department - LA,Iowa Police Department,https://www.iowala.org/police-department.html,local,LA,Iowa,22019,['Calcasieu'],30.23959,-93.01419,,rec8rtdQ9Ma7GO6rf
Lake Station Police Department - IN,Lake Station Police Department,https://www.lakestation-in.gov/police,local,IN,Lake Station,18089,['Lake'],41.57062,-87.25988,,rec8s5G2pObmBr0ll
Sharp County Sheriff's Office - AR,Sharp County Sheriff's Office,http://www.sharpcountysheriff.com/,county,AR,Ash Flat,05135,['Sharp'],36.227947,-91.60577,,rec8sARA5yBgKvTKK
Sargent County Sheriff's Office - ND,Sargent County Sheriff's Office,http://sargentnd.com/dept_sheriff.php,county,ND,Forman,38081,['Sargent'],46.10623,-97.63715,,rec8sPF9NvyXkXWYv
Montrose Police Department - AR,Montrose Police Department,https://www.cityofmontrose.org/275/Police-Public-Safety,local,AR,Montrose,05003,['Ashley'],33.29759,-91.49249,,rec8sbGDb0ecqRtLx
Coppell Marshal's Office - TX,Coppell Marshal's Office,,local,TX,Coppell,48113,['Dallas'],,,,rec8shJ7eLcyylsrp
Crenshaw Police Department - MS,Crenshaw Police Department,http://crenshaw.panolams.com/departments/police-department/,local,MS,Crenshaw,28107,['Panola'],34.504948,-90.19532,,rec8skUVoL3EVZk3B
Putnam County Sheriff's Department - TN,Putnam County Sheriff's Department,,county,TN,Cookeville,47141,['Putnam'],36.16161,-85.49829,,rec8swseyC5ci9Nm3
Brockway Township Police Department - WI,Brockway Township Police Department,,local,WI,Black River Falls,55053,['Jackson'],,,,rec8t3FNjqGeNvUya
Durham Police Department - NY,Durham Police Department,https://www.durhamny.com/doc-center/police-department.html,local,NY,East Durham,36039,['Greene'],42.403046,-74.13239,,rec8tA6J7f60X7rNt
Decatur Police Department - AR,Decatur Police Department,https://www.facebook.com/Decatur-Police-Department-1823253421227744/,local,AR,Decatur,05007,['Benton'],36.33656,-94.46096,,rec8tFxy6nEizPSj3
Murrysville Police Department - PA,Murrysville Police Department,https://www.murrysville.com/332/Police,local,PA,Murrysville,42129,['Westmoreland'],40.45473,-79.66807,,rec8tUgXFAASqQBKh
Valley County Sheriff's Office - MT,Valley County Sheriff's Office,,county,MT,Glasgow,30105,['Valley'],48.19273,-106.63783,,rec8u9sZV19ADyJMD
Horry County Police Department - SC,Horry County Police Department,http://police.horrycounty.org/,county,SC,Conway,45051,['Horry'],33.864388,-79.05343,,rec8uHcw41J7pfdkG
Kenton Police Department - OH,Kenton Police Department,https://cityofkenton.com/police,local,OH,Kenton,39065,['Hardin'],40.64693,-83.60855,,rec8uS0ELcBOMcbQB
Monroe County Sheriff's Office - Aviation Division - FL,Monroe County Sheriff's Office - Aviation Division,https://keysso.net/,county,FL,Key West,12087,['Monroe'],24.57731,-81.75221,,rec8uYYegj90zhl1q
Splendora Police Department - TX,Splendora Police Department,https://www.splendorapd.com/,local,TX,Splendora,48339,['Montgomery'],30.23269,-95.16035,,rec8urDzwXix6QuJ0
Beaver Dam Police Department - WI,Beaver Dam Police Department,https://www.cityofbeaverdam.com/department/index.php?structureid=74,local,WI,Beaver Dam,55027,['Dodge'],43.45599,-88.83558,,rec8v04PR5CY5HvA5
Fort Hays State University Police Department - KS,Fort Hays State University Police Department,https://www.fhsu.edu/university-police/,state,KS,Hays,20051,['Ellis'],38.87081,-99.34097,,rec8v1h326YwWVKR2
University of South Dakota Police Department - SD,University of South Dakota Police Department,https://www.usd.edu/universitypolice,school,SD,Vermillion,46027,['Clay'],42.784653,-96.92527,,rec8v1uOzUFcmv1mk
Suffolk Police Department Precinct 1 - VA,Suffolk Police Department Precinct 1,https://www.suffolkva.us/288/Police,local,VA,Suffolk,51800,['Suffolk'],36.72749,-76.57987,,rec8vLQJcBqg1OYbH
Church Point Police Department - LA,Church Point Police Department,https://www.facebook.com/Church-Point-Police-Department-2243096886016324/,local,LA,Church Point,22001,['Acadia'],30.40602,-92.21725,,rec8vPZaR6mYZ8bi1
Spaulding Township Police Department - MI,Spaulding Township Police Department,https://spauldingtwp.com/,local,MI,Saginaw,26145,['Saginaw'],43.350636,-83.95442,,rec8vnealEKo4g2kH
Groton Village Police Department - NY,Groton Village Police Department,,local,NY,Groton,36109,['Tompkins'],,,,rec8vuFYImtFHycrL
